LSOA11CD,GridE100_mean,GridN100_mean,Count,Need_Mid,Need_High
E01000001,"532,171.68","181,699.84",19,0,0
E01000002,"532,410.91","181,741.73",22,0,0
E01000003,"532,201.71","182,062.61",28,0,0
E01000005,"533,594.23","181,150.85",13,0,0
E01000006,"544,906.86","184,298.50",14,0,0
E01000007,"544,140.13","184,439.87",23,1,1
E01000008,"543,706.41","184,478.82",17,1,1
E01000009,"544,612.38","184,473.48",21,0,0
E01000010,"544,264.71","184,080.08",51,1,1
E01000011,"544,358.67","184,725.17",12,1,0
E01000012,"543,953.47","184,699.89",19,1,1
E01000013,"549,169.11","184,933.44",9,1,1
E01000014,"549,058.00","185,085.00",1,1,0
E01000015,"549,536.39","184,971.87",31,1,1
E01000016,"549,228.22","185,583.50",18,1,0
E01000017,"549,079.00","185,703.25",4,1,1
E01000018,"549,306.15","185,241.60",20,1,0
E01000023,"546,252.75","185,593.25",4,1,1
E01000033,"550,039.21","186,226.71",14,1,1
E01000034,"550,344.81","186,173.10",21,0,0
E01000035,"550,155.46","185,567.92",24,1,0
E01000036,"550,032.06","185,173.71",17,0,0
E01000040,"545,566.24","184,041.20",25,1,1
E01000042,"546,137.85","184,170.03",33,1,1
E01000043,"545,667.37","183,781.32",19,1,1
E01000044,"545,125.75","183,952.25",20,1,0
E01000045,"546,402.00","184,091.00",1,1,0
E01000048,"544,642.33","183,485.21",24,1,1
E01000049,"544,779.91","183,381.05",22,1,1
E01000050,"544,762.08","183,756.96",24,1,0
E01000051,"544,556.50","183,743.17",24,1,1
E01000052,"545,280.40","183,569.30",30,1,0
E01000060,"549,280.15","186,468.55",33,1,1
E01000061,"549,337.58","186,814.67",12,1,1
E01000062,"549,334.71","186,095.18",28,1,1
E01000063,"549,029.50","186,322.25",4,1,0
E01000064,"549,669.26","186,030.26",27,1,1
E01000065,"549,004.25","186,005.75",4,1,0
E01000066,"546,155.54","185,214.33",24,1,0
E01000067,"545,781.21","185,245.26",19,1,0
E01000068,"545,047.75","184,547.45",20,0,0
E01000069,"545,712.50","184,718.14",22,0,0
E01000070,"545,280.20","184,879.40",30,0,0
E01000071,"545,699.71","184,442.23",31,0,0
E01000084,"549,099.00","184,302.00",2,1,0
E01000085,"549,219.61","184,332.50",18,1,1
E01000086,"549,164.50","184,027.75",4,1,0
E01000087,"549,341.84","183,677.84",19,1,0
E01000088,"549,599.48","183,797.67",21,1,0
E01000089,"549,937.14","183,518.86",14,1,1
E01000090,"549,840.87","183,331.73",15,1,0
E01000091,"546,432.14","183,102.14",22,1,1
E01000092,"545,782.58","182,860.61",38,1,0
E01000093,"545,901.25","183,185.10",20,1,1
E01000094,"546,778.19","182,840.33",21,1,0
E01000095,"547,610.06","183,258.94",18,1,0
E01000096,"546,675.63","183,271.38",8,1,1
E01000103,"550,382.93","184,161.22",27,1,1
E01000104,"550,349.88","184,466.29",24,1,1
E01000105,"549,442.89","184,586.89",35,1,1
E01000106,"549,835.32","184,632.09",34,1,1
E01000107,"550,814.61","184,703.50",18,1,0
E01000108,"550,258.50","184,841.00",22,1,0
E01000135,"524,705.67","187,123.50",24,0,0
E01000136,"525,494.93","187,155.71",28,0,0
E01000138,"524,273.50","186,730.00",2,1,0
E01000140,"525,084.50","186,556.25",4,0,0
E01000142,"524,012.86","186,449.14",7,1,1
E01000144,"524,888.75","187,695.82",44,0,0
E01000145,"524,502.28","187,531.72",32,0,0
E01000146,"525,035.20","187,296.71",35,0,0
E01000205,"525,521.77","189,136.84",43,0,0
E01000206,"526,070.78","187,501.56",32,0,0
E01000207,"525,871.30","188,579.02",57,0,0
E01000209,"525,218.98","188,765.25",53,0,0
E01000210,"525,922.90","189,203.20",10,0,0
E01000211,"524,927.58","188,908.91",55,0,0
E01000212,"525,330.85","188,115.71",48,0,0
E01000213,"526,074.35","188,346.00",20,0,0
E01000214,"525,511.76","187,600.97",29,0,0
E01000215,"524,218.16","188,339.03",37,0,0
E01000216,"524,778.81","188,221.00",37,0,0
E01000217,"524,623.77","188,687.40",35,0,0
E01000218,"524,404.75","188,039.82",28,0,0
E01000219,"523,997.31","187,857.84",32,0,0
E01000220,"524,285.89","187,786.26",27,0,0
E01000221,"524,071.00","187,548.00",1,1,1
E01000225,"524,420.48","188,983.88",25,0,0
E01000236,"524,069.20","188,902.00",5,0,0
E01000238,"524,038.00","189,089.00",1,0,0
E01000311,"523,829.00","188,232.00",2,0,0
E01000332,"549,417.08","178,473.00",26,0,0
E01000333,"549,069.18","178,091.32",44,0,0
E01000334,"548,723.91","178,071.48",23,0,0
E01000335,"549,622.92","179,247.38",24,1,0
E01000336,"549,118.50","179,062.24",38,1,0
E01000337,"548,850.54","178,709.92",26,0,0
E01000338,"549,136.73","178,660.97",33,0,0
E01000339,"545,166.83","173,194.78",18,0,0
E01000340,"545,289.68","174,626.68",22,0,0
E01000341,"545,640.75","174,361.58",24,0,0
E01000342,"545,424.63","173,994.94",16,0,0
E01000343,"545,997.74","174,222.87",23,0,0
E01000344,"545,139.45","173,492.85",20,0,0
E01000345,"545,576.44","173,582.83",18,0,0
E01000346,"546,683.54","173,959.38",24,0,0
E01000347,"546,442.73","174,238.64",22,0,0
E01000350,"546,347.00","173,844.86",22,0,0
E01000351,"547,196.13","173,823.00",8,0,0
E01000352,"546,868.20","174,416.85",20,0,0
E01000381,"548,315.22","172,423.70",27,0,0
E01000382,"547,273.00","172,214.10",21,0,0
E01000383,"548,432.31","171,069.84",32,0,0
E01000384,"546,899.26","171,287.52",27,0,0
E01000385,"547,866.88","170,962.69",26,1,1
E01000386,"547,224.30","170,869.94",33,1,1
E01000387,"547,798.90","172,583.25",20,0,0
E01000388,"546,568.41","175,478.72",29,0,0
E01000391,"546,576.06","174,788.56",16,0,0
E01000392,"546,812.71","175,836.00",31,0,0
E01000393,"547,370.00","175,803.78",23,0,0
E01000395,"545,038.68","176,052.09",22,0,0
E01000396,"545,175.38","175,759.88",16,0,0
E01000398,"545,589.90","176,745.00",20,1,0
E01000399,"545,510.96","176,201.42",24,0,0
E01000400,"545,858.53","176,319.03",32,0,0
E01000401,"546,417.27","176,347.15",26,0,0
E01000402,"549,715.06","178,450.81",16,1,0
E01000406,"550,066.50","178,414.17",6,0,0
E01000408,"550,135.81","179,004.63",16,0,0
E01000409,"546,156.67","175,261.00",21,0,0
E01000410,"545,511.55","175,252.77",22,0,0
E01000411,"545,933.76","174,985.76",17,0,0
E01000412,"545,142.43","175,251.86",14,0,0
E01000413,"545,750.95","174,721.14",22,0,0
E01000414,"546,189.50","175,843.11",36,0,0
E01000415,"545,732.19","175,602.13",16,0,0
E01000418,"548,032.32","179,016.68",22,0,0
E01000420,"548,592.25","177,763.25",12,0,0
E01000422,"547,871.00","179,496.00",2,1,1
E01000423,"544,817.86","172,386.43",7,0,0
E01000424,"545,982.45","172,336.55",38,0,0
E01000425,"545,206.05","172,583.73",22,0,0
E01000426,"545,238.93","172,205.45",29,0,0
E01000427,"545,533.13","171,874.69",32,0,0
E01000428,"546,020.00","171,510.41",54,1,0
E01000437,"549,571.00","177,668.00",1,0,0
E01000442,"549,246.13","177,684.00",16,0,0
E01000443,"547,433.50","173,153.00",2,0,0
E01000450,"547,198.61","177,419.44",18,0,0
E01000451,"547,141.90","177,060.65",20,0,0
E01000452,"547,621.94","176,871.33",18,0,0
E01000453,"547,351.36","176,650.68",22,0,0
E01000454,"546,876.17","176,670.74",23,0,0
E01000455,"546,986.21","176,214.83",24,0,0
E01000456,"547,457.50","176,244.32",22,0,0
E01000457,"546,313.57","171,968.64",56,0,0
E01000458,"546,839.39","172,258.46",28,0,0
E01000459,"546,669.52","171,798.06",48,0,0
E01000460,"546,083.44","173,314.37",27,0,0
E01000461,"547,119.91","172,876.18",22,0,0
E01000462,"546,220.45","172,638.43",42,0,0
E01000463,"545,425.17","172,985.67",12,0,0
E01000464,"548,118.00","179,255.67",15,1,0
E01000465,"548,467.75","179,359.90",20,0,0
E01000466,"548,132.00","179,639.94",18,1,1
E01000467,"547,446.25","181,143.85",20,1,0
E01000468,"547,859.02","181,199.48",42,0,0
E01000469,"547,565.67","180,768.24",21,0,0
E01000488,"522,817.53","184,255.37",19,0,0
E01000489,"522,988.13","184,242.75",8,0,0
E01000492,"523,237.00","183,913.61",18,0,0
E01000493,"523,118.03","183,627.37",35,0,0
E01000505,"522,764.89","185,205.16",19,1,0
E01000506,"521,736.87","185,187.52",31,1,1
E01000507,"522,451.48","185,379.45",29,1,0
E01000508,"521,573.38","184,728.23",26,1,1
E01000510,"521,433.31","185,957.54",13,1,1
E01000511,"521,690.04","185,672.25",28,1,1
E01000512,"522,058.50","185,400.19",32,0,0
E01000521,"521,211.89","183,836.89",37,1,1
E01000522,"521,746.64","184,042.05",22,1,1
E01000523,"521,537.42","183,784.61",38,1,1
E01000524,"521,444.56","183,472.47",36,1,1
E01000525,"521,317.79","183,330.61",28,1,1
E01000526,"521,360.85","184,508.50",26,1,1
E01000527,"521,498.62","184,220.88",34,1,1
E01000528,"521,230.19","184,252.50",26,1,1
E01000530,"522,794.55","183,282.07",29,0,0
E01000531,"522,852.83","182,972.54",24,1,1
E01000532,"523,055.04","182,917.36",25,0,0
E01000533,"522,037.69","183,577.58",36,1,0
E01000534,"522,456.50","183,441.33",24,0,0
E01000535,"522,256.74","183,215.31",35,1,0
E01000579,"523,597.97","182,766.03",29,1,0
E01000581,"523,602.74","183,522.70",23,0,0
E01000582,"523,902.00","183,489.00",1,0,0
E01000584,"523,266.70","183,314.25",20,0,0
E01000585,"523,417.20","183,023.60",25,0,0
E01000586,"523,692.55","182,868.80",40,1,0
E01000595,"520,824.78","184,242.91",32,1,1
E01000596,"520,586.90","184,581.61",31,1,1
E01000599,"520,740.77","183,757.50",22,1,1
E01000600,"520,375.69","183,367.79",39,1,1
E01000601,"520,907.40","184,980.87",15,1,1
E01000602,"520,462.33","185,021.76",21,1,1
E01000603,"520,830.90","184,984.90",21,1,1
E01000604,"520,308.04","184,740.09",23,1,1
E01000605,"520,215.10","184,295.06",31,1,1
E01000622,"520,957.69","186,556.38",13,1,1
E01000626,"520,794.95","186,322.24",21,1,1
E01000627,"520,948.88","186,128.97",33,1,1
E01000628,"521,239.59","185,706.83",29,1,1
E01000638,"522,051.07","184,820.13",15,1,0
E01000640,"522,380.83","184,633.80",30,1,1
E01000641,"522,018.67","185,132.00",3,1,1
E01000642,"523,023.67","184,669.89",9,1,1
E01000643,"522,404.73","184,152.06",33,1,1
E01000644,"522,655.92","184,478.52",25,1,0
E01000654,"541,486.12","158,370.45",33,0,0
E01000655,"541,051.50","158,225.32",28,0,0
E01000656,"541,331.31","159,550.24",29,0,0
E01000657,"541,768.97","159,118.24",29,0,0
E01000658,"542,159.36","159,221.96",28,0,0
E01000659,"541,202.64","158,875.36",25,0,0
E01000699,"535,046.80","169,274.10",20,0,0
E01000704,"535,053.58","168,971.32",19,0,0
E01000705,"534,694.50","169,032.50",20,0,0
E01000718,"536,973.00","171,374.00",2,1,0
E01000720,"549,028.00","170,130.50",6,1,1
E01000728,"548,282.25","170,420.50",4,1,0
E01000740,"534,279.97","170,237.19",37,1,0
E01000741,"534,033.75","170,240.95",20,1,1
E01000742,"534,663.26","170,321.52",31,1,0
E01000743,"534,669.10","169,753.90",29,1,1
E01000744,"534,507.36","169,283.42",33,1,1
E01000745,"534,854.69","171,059.55",55,1,0
E01000746,"533,729.27","170,455.64",45,0,0
E01000747,"542,024.81","160,471.05",21,0,0
E01000748,"543,613.16","158,508.00",56,0,0
E01000749,"544,816.00","161,518.23",13,0,0
E01000796,"535,004.83","170,039.41",41,1,1
E01000797,"535,794.00","169,861.00",1,0,0
E01000798,"535,336.18","170,018.68",34,1,1
E01000799,"535,659.93","170,064.33",30,0,0
E01000800,"534,956.19","169,866.26",42,1,0
E01000801,"535,337.07","169,571.56",27,0,0
E01000802,"535,326.73","170,749.31",26,0,0
E01000803,"535,548.19","170,894.36",36,0,0
E01000804,"536,006.20","170,970.80",5,0,0
E01000805,"535,781.32","170,432.47",34,0,0
E01000806,"535,290.50","170,432.55",22,1,0
E01000850,"529,713.71","181,859.26",34,0,0
E01000852,"529,867.41","182,366.74",34,1,0
E01000853,"530,182.77","182,340.48",31,1,0
E01000854,"529,533.06","182,067.17",18,1,0
E01000855,"530,100.46","181,868.04",70,0,0
E01000914,"530,745.01","181,705.18",113,1,0
E01000915,"530,614.76","181,924.35",34,1,1
E01000916,"531,308.98","181,906.16",63,1,1
E01000917,"531,097.74","181,944.83",47,1,1
E01000918,"530,286.09","181,448.22",93,1,0
E01000919,"530,065.33","181,207.73",91,1,0
E01000920,"530,794.91","182,095.45",92,1,0
E01000936,"530,801.63","182,432.27",30,1,1
E01000937,"530,359.95","182,469.26",19,1,0
E01000938,"530,658.58","182,849.30",43,1,1
E01000939,"530,427.94","182,757.14",36,1,1
E01000940,"530,641.19","182,603.62",21,1,0
E01000941,"530,289.79","182,649.14",29,1,0
E01000942,"530,098.82","182,675.12",33,1,1
E01000943,"530,050.00","182,506.39",28,1,0
E01000990,"534,862.00","167,044.00",1,1,1
E01000994,"531,411.00","168,869.00",1,0,0
E01000995,"531,173.00","168,720.00",1,0,0
E01001083,"531,092.72","170,144.84",25,0,0
E01001084,"531,416.98","170,602.68",44,0,0
E01001085,"530,510.81","169,785.30",37,1,0
E01001086,"531,177.29","168,961.48",21,0,0
E01001087,"530,864.03","169,472.83",29,0,0
E01001088,"530,140.33","169,128.38",24,1,0
E01001089,"530,416.03","169,365.00",29,1,0
E01001090,"530,695.90","169,132.83",29,1,0
E01001091,"530,609.55","168,738.71",42,0,0
E01001109,"533,113.25","167,304.00",8,1,1
E01001111,"533,058.67","168,199.05",21,1,0
E01001112,"533,376.39","167,987.33",36,1,1
E01001113,"533,047.62","167,764.62",26,1,1
E01001114,"532,947.71","167,397.86",7,1,0
E01001136,"533,770.40","168,276.20",35,1,0
E01001137,"533,315.21","170,049.26",43,1,0
E01001138,"533,721.77","169,946.97",39,0,0
E01001139,"533,440.40","168,818.00",30,0,0
E01001140,"533,516.67","169,418.47",36,0,0
E01001141,"534,054.28","169,063.33",36,1,0
E01001142,"533,837.27","168,849.88",26,0,0
E01001143,"534,447.74","168,673.48",31,1,0
E01001144,"533,544.05","168,491.52",21,1,1
E01001145,"534,234.41","168,473.93",27,1,1
E01001148,"532,607.00","169,633.00",1,0,0
E01001149,"533,077.36","169,282.27",11,0,0
E01001150,"533,155.93","168,883.37",27,0,0
E01001153,"532,810.33","168,521.00",3,1,0
E01001154,"532,948.45","168,428.73",11,1,0
E01001156,"532,890.41","170,184.30",27,0,0
E01001157,"531,836.71","170,122.71",21,0,0
E01001158,"532,945.47","169,606.47",36,0,0
E01001159,"532,327.24","170,235.50",42,0,0
E01001162,"532,680.20","170,621.57",35,1,0
E01001163,"532,000.93","170,782.61",28,0,0
E01001164,"533,345.93","170,587.45",42,0,0
E01001185,"534,450.11","167,181.64",28,0,0
E01001186,"534,507.46","167,517.35",26,1,0
E01001187,"534,186.86","167,120.86",7,1,0
E01001188,"534,245.13","167,840.58",24,1,0
E01001189,"534,917.64","167,489.64",14,0,0
E01001190,"534,802.48","168,431.38",21,0,0
E01001191,"534,306.00","168,067.93",30,1,0
E01001192,"534,576.56","168,199.89",27,1,1
E01001193,"534,155.00","167,299.00",1,1,1
E01001194,"534,777.28","167,803.39",18,0,0
E01001239,"521,310.63","182,171.88",8,1,1
E01001246,"521,127.59","182,722.23",22,1,1
E01001247,"520,127.50","182,412.50",8,1,0
E01001276,"519,064.19","183,067.52",27,1,0
E01001277,"518,591.80","182,976.00",5,0,0
E01001278,"518,690.00","182,729.50",8,0,0
E01001587,"539,182.20","177,788.40",5,0,0
E01001618,"544,956.10","173,744.40",10,1,0
E01001629,"544,271.53","178,852.38",32,1,1
E01001631,"544,673.80","178,736.90",30,1,1
E01001632,"544,785.46","178,388.00",24,1,0
E01001633,"544,209.57","178,207.96",23,1,1
E01001634,"544,473.61","178,496.30",23,1,1
E01001635,"545,153.50","178,094.22",18,1,0
E01001636,"544,886.65","178,141.20",20,0,0
E01001637,"544,496.13","178,098.04",24,1,1
E01001638,"537,870.08","176,451.44",25,1,1
E01001640,"538,077.81","177,714.22",32,1,1
E01001641,"538,258.95","177,482.28",40,0,0
E01001642,"538,476.65","177,047.74",46,0,0
E01001644,"537,833.11","176,815.46",37,0,0
E01001646,"542,259.97","176,917.92",37,1,1
E01001648,"542,676.50","176,657.50",4,0,0
E01001651,"541,937.36","176,987.18",11,1,1
E01001652,"541,651.00","176,972.00",1,0,0
E01001654,"540,886.75","173,716.21",28,1,1
E01001657,"540,121.13","174,928.63",8,0,0
E01001658,"540,523.81","174,890.91",32,0,0
E01001659,"540,748.56","174,491.28",18,0,0
E01001660,"540,884.65","174,065.65",23,1,1
E01001662,"539,467.09","178,255.52",33,0,0
E01001664,"539,094.51","177,965.05",43,0,0
E01001665,"539,889.86","178,274.69",29,0,0
E01001667,"539,587.00","178,634.06",36,1,1
E01001668,"539,057.82","178,213.16",49,1,1
E01001669,"545,892.00","177,664.31",16,1,1
E01001671,"545,391.23","177,657.42",26,0,0
E01001672,"545,394.37","178,756.22",27,0,0
E01001673,"545,224.08","178,644.21",24,1,0
E01001674,"545,792.14","178,686.86",14,1,0
E01001675,"545,213.41","178,449.21",29,1,1
E01001676,"545,971.09","178,282.45",11,1,1
E01001677,"545,671.64","178,320.96",28,1,0
E01001678,"545,279.63","177,202.53",32,0,0
E01001679,"543,410.39","176,955.17",18,0,0
E01001680,"543,940.15","176,938.37",27,0,0
E01001681,"544,236.57","177,498.10",21,0,0
E01001682,"543,458.85","176,624.03",33,0,0
E01001683,"544,795.81","177,619.71",21,0,0
E01001684,"544,846.46","177,214.88",24,1,0
E01001685,"545,248.60","177,430.52",25,0,0
E01001686,"543,706.11","177,246.46",28,1,0
E01001687,"544,912.80","179,500.00",15,1,0
E01001688,"546,824.59","180,935.47",32,0,0
E01001690,"547,095.76","180,701.95",21,1,1
E01001692,"546,804.75","180,661.31",16,1,0
E01001693,"547,055.71","180,392.38",21,1,1
E01001694,"546,705.79","180,206.37",19,1,0
E01001695,"543,963.35","178,540.61",23,1,0
E01001696,"543,594.84","178,594.61",38,1,1
E01001697,"543,644.27","178,128.96",26,1,0
E01001698,"543,528.37","177,717.00",19,1,1
E01001699,"543,223.11","178,233.95",19,1,1
E01001700,"543,910.88","178,064.75",32,1,1
E01001701,"543,164.77","177,221.60",35,0,0
E01001702,"543,293.30","177,668.80",20,1,1
E01001703,"543,867.39","177,734.89",28,1,1
E01001704,"544,267.83","177,707.25",24,1,0
E01001705,"542,880.85","178,722.37",27,1,1
E01001706,"542,448.14","178,802.07",14,1,1
E01001708,"542,490.00","178,482.88",8,0,0
E01001709,"542,071.00","179,060.00",1,1,0
E01001710,"542,635.74","178,625.33",27,1,1
E01001711,"542,362.22","179,244.11",18,1,1
E01001712,"542,855.03","179,081.28",32,1,1
E01001713,"542,329.88","178,931.44",16,1,1
E01001779,"532,545.00","182,762.00",1,1,1
E01001780,"532,810.33","182,579.83",6,1,1
E01001877,"522,551.38","182,808.18",40,1,1
E01001939,"526,423.88","176,740.63",8,1,1
E01002225,"515,366.00","193,884.00",2,0,0
E01002252,"557,839.17","187,889.97",29,0,0
E01002253,"556,618.82","188,140.50",28,0,0
E01002254,"557,005.75","187,464.41",32,0,0
E01002255,"555,262.91","187,150.27",22,0,0
E01002256,"557,527.96","187,423.93",27,0,0
E01002257,"556,250.39","187,152.93",28,0,0
E01002258,"557,405.77","187,958.32",31,0,0
E01002259,"557,180.23","188,384.30",30,0,0
E01002260,"552,061.30","185,721.91",23,0,0
E01002261,"552,379.71","185,785.67",21,0,0
E01002262,"552,259.53","185,362.00",19,0,0
E01002263,"552,859.66","184,622.53",32,0,0
E01002264,"552,587.35","185,014.52",23,1,1
E01002265,"553,153.28","185,005.97",29,0,0
E01002266,"552,084.62","184,862.79",29,0,0
E01002267,"552,425.43","184,580.13",30,1,0
E01002268,"554,720.89","189,448.56",9,0,0
E01002269,"555,161.00","188,996.07",28,0,0
E01002270,"554,143.18","188,629.30",40,0,0
E01002271,"554,771.37","188,565.80",30,0,0
E01002272,"553,097.57","188,454.07",14,0,0
E01002273,"555,090.36","187,901.56",25,0,0
E01002274,"553,572.27","188,268.80",30,0,0
E01002275,"554,545.72","187,717.86",29,0,0
E01002277,"556,615.00","192,433.00",1,0,0
E01002285,"553,811.74","185,669.48",23,0,0
E01002286,"553,245.42","185,625.37",19,0,0
E01002287,"552,864.63","185,609.05",19,0,0
E01002288,"553,496.68","185,273.64",22,0,0
E01002289,"554,850.59","186,451.32",22,0,0
E01002290,"554,218.83","186,107.29",24,0,0
E01002291,"553,779.44","186,237.74",27,0,0
E01002292,"554,800.40","186,119.72",25,0,0
E01002295,"554,103.00","190,009.00",1,0,0
E01002296,"556,465.71","190,023.14",7,0,0
E01002317,"552,846.18","188,043.12",17,0,0
E01002318,"553,250.70","187,650.70",23,0,0
E01002319,"552,057.54","187,502.79",24,0,0
E01002320,"552,530.11","187,644.17",18,0,0
E01002321,"552,751.24","187,289.54",37,0,0
E01002322,"551,962.00","186,657.95",21,0,0
E01002323,"551,786.50","187,101.81",26,0,0
E01002324,"552,500.00","186,864.52",21,0,0
E01002342,"552,835.11","182,376.89",27,0,0
E01002343,"553,304.62","182,823.81",26,0,0
E01002344,"553,562.15","181,884.83",41,0,0
E01002345,"552,328.56","182,159.78",32,1,1
E01002346,"552,609.24","182,001.41",17,0,0
E01002347,"552,896.00","181,622.14",22,0,0
E01002348,"554,022.93","182,983.29",28,0,0
E01002349,"553,573.83","183,248.67",24,0,0
E01002350,"551,777.00","187,944.50",6,1,0
E01002351,"552,057.89","187,961.22",18,0,0
E01002352,"552,241.33","188,160.33",6,0,0
E01002359,"554,231.07","187,440.47",15,0,0
E01002360,"554,318.34","186,840.00",32,0,0
E01002361,"553,818.95","187,084.86",44,0,0
E01002362,"554,843.59","186,942.48",27,0,0
E01002363,"553,259.08","186,649.23",26,0,0
E01002364,"553,724.06","186,598.67",18,0,0
E01002365,"552,656.60","186,013.40",20,0,0
E01002366,"553,050.06","186,168.22",18,0,0
E01002367,"553,758.77","187,672.32",31,0,0
E01002368,"550,698.46","183,099.00",28,1,1
E01002369,"551,223.00","183,083.45",22,1,0
E01002370,"551,875.11","182,893.17",36,0,0
E01002371,"551,651.29","183,281.95",21,0,0
E01002372,"552,394.33","184,160.04",24,0,0
E01002373,"551,811.41","183,816.95",22,0,0
E01002374,"552,277.00","183,722.91",23,0,0
E01002375,"551,472.12","183,949.97",33,1,0
E01002377,"553,905.30","189,617.44",27,0,0
E01002378,"554,294.29","189,534.76",21,0,0
E01002380,"553,541.23","189,260.00",13,0,0
E01002381,"553,495.96","188,798.61",23,0,0
E01002384,"556,626.94","186,693.13",31,0,0
E01002385,"556,722.08","184,903.33",49,0,0
E01002386,"555,782.62","186,562.36",47,0,0
E01002387,"556,389.08","186,193.12",25,0,0
E01002388,"556,083.32","185,573.09",34,0,0
E01002389,"555,440.82","185,603.82",34,0,0
E01002390,"555,617.73","185,944.77",26,0,0
E01002391,"558,192.05","186,632.54",37,0,0
E01002405,"508,048.00","180,420.00",1,1,0
E01002408,"507,975.25","182,188.75",4,1,0
E01002409,"508,221.00","182,069.29",7,1,0
E01002410,"507,544.92","182,510.67",12,0,0
E01002414,"506,131.77","183,090.00",13,0,0
E01002429,"508,212.00","183,043.00",1,1,0
E01002444,"504,626.00","175,338.00",2,0,0
E01002450,"508,334.53","184,220.40",15,0,0
E01002451,"507,782.67","184,135.95",21,0,0
E01002452,"507,897.88","184,531.63",16,0,0
E01002453,"507,884.05","183,756.76",21,0,0
E01002454,"508,284.52","183,845.83",23,0,0
E01002455,"508,056.38","182,429.97",32,1,0
E01002456,"507,585.86","183,138.18",22,0,0
E01002457,"507,773.21","182,706.26",19,1,1
E01002458,"507,288.59","186,384.34",29,0,0
E01002459,"507,510.33","186,697.45",33,0,0
E01002460,"507,833.54","186,030.31",35,0,0
E01002461,"506,424.74","185,878.42",31,0,0
E01002462,"506,846.96","186,026.44",25,0,0
E01002463,"507,511.46","185,417.79",28,0,0
E01002464,"508,352.52","185,678.35",23,0,0
E01002509,"506,991.97","183,288.03",29,0,0
E01002511,"507,206.32","183,076.76",34,0,0
E01002513,"507,278.56","184,617.37",27,0,0
E01002515,"506,559.46","184,236.62",13,0,0
E01002516,"507,230.31","184,086.79",29,0,0
E01002536,"508,611.80","186,536.60",10,0,0
E01002537,"508,237.45","186,569.14",29,0,0
E01002555,"509,054.85","174,508.62",26,0,0
E01002556,"509,480.64","174,129.08",25,0,0
E01002557,"508,539.73","173,846.94",33,1,0
E01002558,"508,954.89","173,927.06",36,1,0
E01002559,"508,295.61","173,400.23",31,1,1
E01002560,"509,368.31","173,603.04",26,1,0
E01002561,"509,088.47","173,308.27",15,1,1
E01002590,"509,977.38","173,684.63",24,0,0
E01002591,"511,450.86","173,834.29",21,1,0
E01002592,"510,677.06","174,539.53",34,1,1
E01002593,"510,701.83","173,772.83",30,0,0
E01002594,"511,046.00","174,036.19",26,0,0
E01002595,"510,241.72","174,169.48",25,1,1
E01002596,"509,553.93","172,753.27",30,1,0
E01002598,"510,100.50","172,610.64",28,1,0
E01002599,"510,038.69","172,991.44",16,1,1
E01002600,"509,777.35","172,593.12",17,1,0
E01002601,"509,415.32","172,031.39",31,0,0
E01002602,"509,746.75","171,658.21",24,0,0
E01002603,"509,784.12","173,370.20",25,1,1
E01002604,"512,942.52","172,607.40",25,1,1
E01002605,"512,758.97","172,211.72",29,1,0
E01002606,"512,140.25","172,040.50",24,1,1
E01002607,"512,330.24","172,604.66",29,1,1
E01002608,"511,983.42","171,654.61",31,1,1
E01002609,"512,353.06","171,633.50",32,0,0
E01002610,"511,818.58","171,205.61",33,1,1
E01002611,"511,337.38","173,184.66",29,1,0
E01002612,"510,941.24","173,106.59",29,1,0
E01002613,"511,938.54","172,870.15",26,0,0
E01002614,"510,461.03","172,248.58",40,0,0
E01002615,"511,288.44","172,267.68",25,1,1
E01002616,"510,041.93","172,088.36",28,0,0
E01002617,"511,083.00","171,795.74",31,0,0
E01002650,"511,314.00","174,584.00",1,1,0
E01002701,"532,522.32","182,619.77",22,1,1
E01002702,"532,228.14","182,712.41",37,1,1
E01002703,"531,875.86","182,505.10",29,1,1
E01002704,"532,624.56","182,207.63",64,1,1
E01002706,"532,352.20","182,312.90",60,1,1
E01002707,"531,711.56","182,947.69",32,1,1
E01002723,"531,732.47","182,680.28",32,1,1
E01002724,"531,537.82","182,135.92",91,0,0
E01002725,"531,532.95","182,517.15",20,1,1
E01002726,"531,178.72","182,526.58",53,1,1
E01002727,"531,413.87","182,854.45",31,1,1
E01002728,"530,880.74","182,969.11",19,1,1
E01002729,"531,053.90","182,804.27",51,1,1
E01002803,"531,767.00","183,073.75",8,1,1
E01002818,"527,835.38","179,362.63",64,0,0
E01002837,"526,355.80","178,293.60",5,0,0
E01002838,"526,482.25","178,114.13",8,0,0
E01002840,"526,692.40","177,493.60",30,1,1
E01002841,"526,375.00","177,169.46",35,0,0
E01002842,"526,527.00","177,354.85",13,1,1
E01002843,"526,322.06","177,323.06",17,1,0
E01002859,"527,986.03","178,842.48",31,0,0
E01002860,"527,615.38","178,949.00",8,0,0
E01002863,"527,911.89","179,048.00",56,0,0
E01002893,"525,867.34","177,912.97",29,0,0
E01002894,"525,696.80","178,135.80",15,0,0
E01002895,"526,318.61","178,029.61",38,0,0
E01002896,"526,084.59","177,923.63",41,0,0
E01002897,"525,970.21","177,602.88",34,0,0
E01002898,"526,070.00","178,262.25",8,0,0
E01002902,"528,089.79","178,542.24",34,0,0
E01002910,"526,697.93","178,094.07",14,0,0
