LSOA11CD,GridE100_mean,GridN100_mean,Count,Need_Mid,Need_High
E01002911,"526,548.04","177,670.32",25,0,0
E01002912,"526,399.48","177,736.57",42,0,0
E01002913,"526,198.33","177,449.28",36,0,0
E01002946,"519,345.67","163,861.33",3,0,0
E01002948,"517,387.00","160,592.50",2,0,0
E01002953,"521,743.50","169,916.75",4,0,0
E01002955,"521,161.48","171,947.45",31,0,0
E01002956,"521,030.92","171,464.77",13,0,0
E01003007,"518,332.67","171,410.67",3,0,0
E01003013,"530,729.00","178,939.67",3,0,0
E01003014,"531,180.50","179,118.50",2,1,1
E01003015,"531,101.76","178,965.39",38,1,1
E01003030,"529,026.93","174,216.43",14,0,0
E01003031,"529,174.50","174,248.00",2,1,1
E01003043,"531,490.50","174,982.50",6,0,0
E01003044,"531,809.80","175,005.00",5,1,0
E01003051,"531,890.45","175,453.64",11,1,1
E01003052,"531,417.67","175,113.33",3,1,1
E01003062,"533,467.93","170,874.96",27,1,0
E01003063,"533,102.04","170,837.50",28,1,1
E01003064,"532,656.90","172,287.57",21,0,0
E01003065,"532,655.70","171,845.04",27,1,1
E01003066,"532,220.47","171,804.73",30,1,1
E01003067,"532,975.66","171,718.00",29,0,0
E01003068,"532,584.04","171,531.16",25,1,1
E01003069,"532,788.12","171,145.59",17,1,1
E01003070,"533,133.95","171,237.00",21,1,1
E01003071,"531,802.90","174,697.10",29,0,0
E01003072,"532,239.95","174,982.52",21,0,0
E01003073,"532,034.79","175,326.21",24,1,1
E01003074,"531,741.77","174,531.60",30,0,0
E01003077,"532,098.80","175,617.60",5,1,0
E01003078,"532,279.83","175,373.75",12,0,0
E01003079,"531,566.35","172,363.26",34,1,1
E01003080,"531,454.00","172,207.36",22,0,0
E01003081,"531,820.23","171,925.20",30,1,0
E01003082,"531,969.57","171,437.23",30,1,0
E01003083,"531,321.43","171,905.67",21,0,0
E01003084,"531,643.13","171,764.73",15,0,0
E01003085,"531,451.36","171,436.68",22,0,0
E01003086,"532,187.48","171,167.33",21,1,1
E01003087,"531,579.97","171,121.03",32,1,1
E01003099,"531,186.61","177,732.94",18,1,1
E01003101,"531,114.16","177,946.00",25,1,0
E01003102,"530,726.14","177,888.71",7,1,0
E01003105,"530,914.17","178,429.58",24,1,1
E01003106,"531,371.81","178,416.59",37,1,1
E01003107,"531,205.83","178,197.12",41,1,0
E01003108,"531,555.08","178,521.62",26,1,1
E01003109,"530,730.91","178,260.77",35,1,1
E01003110,"531,500.47","178,762.07",43,1,1
E01003111,"531,082.85","178,596.80",20,1,1
E01003112,"530,805.72","178,724.32",25,1,1
E01003113,"529,758.05","171,319.59",22,1,0
E01003114,"529,795.17","170,929.50",24,0,0
E01003115,"529,985.25","170,792.42",24,1,0
E01003116,"529,753.00","172,494.77",35,0,0
E01003117,"530,085.00","172,486.23",30,1,0
E01003118,"529,918.57","172,031.13",30,1,0
E01003119,"529,793.93","171,585.52",29,0,0
E01003120,"530,145.31","171,611.23",26,1,0
E01003133,"531,688.00","172,896.00",1,1,0
E01003135,"530,835.00","172,509.00",1,1,1
E01003138,"529,745.00","173,142.00",1,0,0
E01003139,"529,627.05","170,139.11",19,1,0
E01003140,"529,999.10","169,938.35",20,1,0
E01003141,"530,477.96","170,127.21",28,1,0
E01003142,"529,563.56","169,892.39",18,1,1
E01003143,"529,258.12","170,135.76",17,1,1
E01003144,"530,621.87","170,596.52",23,0,0
E01003145,"530,060.59","170,553.05",22,1,0
E01003146,"529,531.47","170,422.32",19,1,1
E01003147,"530,273.63","170,355.17",30,1,0
E01003148,"530,551.45","171,510.14",22,0,0
E01003149,"530,953.33","171,290.03",30,0,0
E01003150,"530,329.21","171,198.66",29,1,1
E01003151,"530,498.70","172,352.63",30,1,1
E01003152,"530,809.96","172,267.88",25,0,0
E01003153,"530,289.50","172,313.06",32,1,0
E01003154,"531,001.44","171,835.00",32,1,1
E01003155,"530,429.40","171,893.00",25,0,0
E01003156,"529,448.12","173,545.56",25,0,0
E01003157,"529,173.29","173,352.13",24,0,0
E01003158,"529,479.83","173,189.45",29,0,0
E01003161,"529,205.36","173,823.14",14,1,0
E01003162,"529,919.00","173,707.67",3,1,1
E01003163,"529,746.38","173,546.66",32,0,0
E01003164,"531,880.72","173,043.61",18,1,1
E01003165,"532,607.76","172,691.79",29,1,0
E01003166,"531,886.94","172,647.08",36,1,1
E01003167,"532,221.31","172,515.83",29,0,0
E01003168,"532,027.39","173,630.09",23,1,1
E01003169,"531,783.71","173,522.12",17,1,0
E01003170,"532,325.97","173,408.55",31,0,0
E01003190,"536,619.32","171,576.76",25,1,1
E01003193,"536,416.00","171,973.40",20,0,0
E01003198,"539,306.00","175,576.33",12,1,0
E01003199,"538,775.32","175,615.14",22,0,0
E01003201,"538,384.71","175,974.88",24,1,0
E01003202,"539,688.00","175,066.00",1,0,0
E01003203,"539,195.13","175,301.87",31,1,0
E01003204,"538,361.73","176,594.68",22,1,1
E01003205,"538,181.46","176,434.62",13,1,1
E01003206,"538,503.88","176,064.50",16,0,0
E01003207,"537,038.33","176,850.89",9,1,1
E01003209,"536,614.67","176,594.62",21,1,0
E01003210,"536,891.00","176,589.50",2,0,0
E01003212,"536,491.18","176,250.91",11,1,0
E01003215,"536,632.16","176,906.47",19,1,0
E01003226,"536,134.93","174,109.37",27,0,0
E01003227,"536,371.76","173,867.76",21,0,0
E01003228,"535,970.92","173,786.96",24,0,0
E01003229,"535,957.74","173,444.15",27,1,1
E01003230,"536,429.48","173,490.00",25,1,0
E01003232,"536,224.00","174,329.40",10,0,0
E01003236,"540,571.00","171,933.00",3,1,1
E01003245,"535,601.27","178,508.08",26,1,1
E01003246,"536,665.88","177,567.00",8,1,1
E01003249,"536,583.00","178,923.00",1,1,1
E01003250,"536,199.00","178,914.00",1,1,1
E01003254,"535,029.41","173,400.82",34,0,0
E01003255,"535,195.71","173,019.88",48,1,0
E01003256,"535,232.16","172,513.58",43,1,1
E01003257,"534,866.56","172,775.19",36,0,0
E01003258,"534,441.19","172,121.61",31,1,1
E01003259,"534,836.10","172,207.24",41,1,0
E01003260,"535,029.65","173,860.22",23,0,0
E01003261,"535,529.96","173,939.25",24,0,0
E01003262,"535,437.08","173,527.08",25,1,0
E01003263,"540,590.51","172,571.51",37,1,1
E01003264,"541,006.62","172,421.46",37,1,0
E01003265,"540,925.11","172,047.70",27,1,1
E01003266,"541,456.33","171,933.67",3,1,1
E01003267,"541,384.57","171,785.43",14,1,1
E01003268,"540,005.44","173,641.40",25,1,0
E01003269,"540,414.48","173,617.41",29,1,1
E01003270,"540,270.88","173,233.04",25,0,0
E01003271,"540,740.52","173,124.74",27,0,0
E01003273,"537,641.75","175,546.46",24,0,0
E01003274,"537,552.67","174,923.33",15,0,0
E01003275,"537,506.43","174,653.29",7,1,1
E01003276,"537,167.00","174,905.00",1,0,0
E01003277,"537,437.75","175,851.50",8,1,0
E01003278,"537,634.96","175,899.12",25,0,0
E01003279,"537,698.25","175,226.88",16,0,0
E01003280,"540,114.69","173,982.46",26,1,1
E01003281,"539,647.67","173,984.78",27,0,0
E01003282,"538,775.11","175,003.52",27,1,0
E01003283,"539,408.94","174,952.75",32,0,0
E01003284,"539,075.59","174,776.68",22,1,0
E01003285,"540,006.07","174,433.11",27,0,0
E01003286,"539,964.97","174,764.40",30,1,0
E01003287,"539,425.84","174,496.76",25,0,0
E01003288,"538,740.13","175,406.42",31,1,1
E01003290,"538,576.09","174,679.41",22,1,1
E01003291,"538,152.32","174,677.55",22,1,1
E01003292,"538,658.00","174,365.85",27,0,0
E01003293,"538,258.28","174,351.11",18,0,0
E01003295,"539,120.81","174,047.00",21,1,0
E01003296,"538,055.00","175,882.48",29,1,1
E01003297,"535,547.85","177,761.35",20,1,0
E01003298,"536,185.86","177,614.45",22,1,1
E01003299,"535,896.92","177,041.48",25,1,1
E01003300,"536,389.00","177,443.81",27,1,1
E01003301,"536,004.00","177,346.00",21,1,0
E01003302,"535,406.48","177,598.24",29,1,1
E01003303,"536,541.53","177,106.16",19,1,0
E01003304,"537,112.00","176,988.00",1,1,1
E01003305,"535,624.94","177,355.47",17,1,1
E01003307,"536,007.33","172,714.26",27,1,0
E01003308,"536,577.43","173,141.71",14,0,0
E01003309,"535,660.70","172,426.67",27,1,1
E01003310,"535,593.22","172,788.83",23,1,0
E01003311,"536,396.31","172,528.25",16,0,0
E01003312,"536,111.11","172,180.19",27,0,0
E01003313,"535,666.34","172,114.62",29,1,1
E01003314,"536,412.00","172,924.50",18,0,0
E01003315,"535,680.59","173,110.53",17,1,0
E01003316,"536,056.30","173,069.65",20,0,0
E01003322,"537,760.00","174,315.14",7,0,0
E01003323,"538,246.25","174,235.75",4,1,0
E01003326,"536,098.43","171,385.20",30,1,0
E01003327,"535,710.24","171,372.31",29,0,0
E01003328,"535,202.45","171,335.87",31,0,0
E01003329,"535,235.77","171,997.18",22,1,0
E01003330,"534,115.85","171,710.11",27,1,1
E01003331,"534,788.09","171,781.82",22,1,0
E01003332,"534,569.66","171,558.83",29,1,1
E01003333,"536,226.52","171,656.56",25,1,0
E01003334,"535,288.40","171,657.57",35,1,0
E01003335,"535,912.00","171,647.35",20,1,1
E01003338,"535,499.83","176,962.55",29,1,1
E01003339,"535,567.89","176,611.36",28,1,0
E01003340,"536,060.12","176,655.47",17,0,0
E01003341,"535,804.50","176,292.25",16,0,0
E01003342,"535,942.00","175,968.50",2,0,0
E01003343,"535,556.70","176,166.55",20,0,0
E01003344,"536,057.00","176,308.50",2,1,0
E01003354,"539,446.00","173,700.00",1,0,0
E01003355,"525,622.94","170,099.81",32,0,0
E01003356,"525,549.23","169,727.27",26,0,0
E01003357,"526,057.91","169,960.09",33,1,1
E01003358,"525,424.63","170,276.09",32,0,0
E01003359,"526,327.91","170,228.84",32,0,0
E01003360,"525,986.72","170,249.21",29,0,0
E01003361,"524,594.54","168,817.92",13,0,0
E01003362,"524,200.33","168,515.33",3,0,0
E01003364,"523,805.00","168,042.75",4,0,0
E01003366,"524,157.05","169,012.89",19,0,0
E01003367,"526,840.03","170,194.30",37,0,0
E01003368,"527,288.00","170,231.00",3,0,0
E01003369,"526,835.09","170,812.36",22,0,0
E01003370,"527,016.83","170,676.76",29,0,0
E01003371,"527,227.85","170,554.55",20,0,0
E01003372,"527,661.14","170,481.62",21,1,0
E01003376,"526,414.40","169,051.00",5,1,0
E01003377,"526,496.00","168,875.00",1,1,1
E01003380,"524,164.13","169,557.29",24,0,0
E01003381,"523,464.65","169,229.75",20,0,0
E01003382,"523,871.18","169,384.47",17,0,0
E01003383,"524,875.87","170,328.23",30,0,0
E01003384,"525,077.62","170,060.86",21,0,0
E01003385,"524,536.88","169,948.32",25,0,0
E01003393,"527,971.60","170,597.00",5,0,0
E01003396,"528,151.18","170,699.64",11,0,0
E01003397,"528,467.00","170,566.33",18,0,0
E01003398,"528,818.64","170,463.09",11,0,0
E01003399,"523,846.85","169,819.22",27,0,0
E01003400,"524,982.41","171,144.82",22,0,0
E01003401,"524,733.28","171,032.25",36,0,0
E01003402,"524,431.12","170,675.26",43,0,0
E01003403,"524,027.48","170,466.00",46,0,0
E01003404,"523,962.31","170,178.64",36,0,0
E01003407,"526,848.20","169,633.40",5,0,0
E01003408,"526,612.07","169,584.81",27,0,0
E01003411,"529,244.33","169,696.27",15,0,0
E01003413,"529,570.75","169,538.46",24,1,0
E01003414,"529,847.00","169,214.55",20,0,0
E01003415,"529,585.13","169,166.50",16,0,0
E01003421,"523,643.13","167,656.25",8,0,0
E01003422,"523,755.00","167,392.00",1,0,0
E01003423,"524,513.90","169,408.70",20,0,0
E01003424,"525,328.89","169,311.04",27,0,0
E01003425,"524,967.78","168,943.39",18,0,0
E01003426,"525,657.33","168,939.95",21,0,0
E01003427,"524,964.50","168,746.50",2,0,0
E01003428,"524,900.26","169,624.50",34,0,0
E01003442,"523,468.30","170,073.56",43,0,0
E01003443,"523,258.62","169,706.31",26,0,0
E01003444,"522,825.40","169,677.66",35,0,0
E01003445,"522,405.76","169,602.28",25,0,0
E01003446,"523,178.05","169,387.16",38,0,0
E01003447,"522,586.56","168,980.75",16,0,0
E01003454,"525,510.71","170,993.65",17,0,0
E01003455,"526,485.27","170,928.40",30,0,0
E01003456,"525,270.89","170,590.54",35,0,0
E01003457,"525,652.23","170,787.68",22,0,0
E01003458,"525,944.52","170,764.36",25,0,0
E01003459,"526,264.68","170,601.00",38,1,0
E01003460,"523,506.33","170,895.69",52,0,0
E01003461,"524,164.37","171,032.70",54,0,0
E01003462,"522,990.45","170,399.16",38,0,0
E01003463,"522,220.43","170,157.86",37,0,0
E01003464,"523,827.56","172,238.16",45,0,0
E01003465,"524,178.33","171,547.96",46,0,0
E01003466,"523,113.13","168,352.33",15,0,0
E01003467,"523,421.52","168,229.48",23,0,0
E01003471,"523,103.36","168,756.55",22,0,0
E01003472,"525,139.33","172,566.07",15,0,0
E01003473,"525,307.70","172,249.83",23,0,0
E01003474,"525,040.15","171,821.10",20,0,0
E01003475,"525,770.58","171,677.23",31,0,0
E01003476,"525,289.27","171,400.47",15,0,0
E01003477,"525,700.94","171,293.67",18,0,0
E01003478,"525,491.65","172,697.77",26,0,0
E01003482,"544,385.00","182,797.00",1,1,1
E01003738,"546,033.83","185,641.00",6,0,0
E01003741,"545,591.83","185,336.00",6,0,0
E01003797,"522,150.18","176,970.89",38,0,0
E01003798,"521,788.74","176,599.95",43,0,0
E01003799,"522,325.90","176,433.63",30,0,0
E01003800,"522,398.19","177,377.42",26,0,0
E01003801,"522,748.07","177,851.55",29,0,0
E01003802,"522,980.66","177,554.90",41,0,0
E01003803,"522,265.77","177,623.68",22,1,0
E01003804,"520,037.32","175,230.98",44,0,0
E01003805,"520,109.32","174,873.05",41,0,0
E01003806,"520,597.24","174,836.68",25,0,0
E01003807,"520,405.43","175,552.71",42,0,0
E01003808,"520,763.59","175,578.31",32,0,0
E01003809,"520,939.87","175,287.30",30,0,0
E01003810,"514,756.16","171,464.50",32,0,0
E01003811,"515,392.04","171,496.39",23,0,0
E01003812,"515,025.04","171,657.00",28,0,0
E01003813,"514,036.84","171,407.26",38,0,0
E01003814,"514,969.98","171,195.71",42,0,0
E01003815,"514,287.84","171,002.98",49,0,0
E01003816,"517,959.23","172,861.92",48,0,0
E01003817,"517,863.21","171,933.35",62,0,0
E01003818,"516,898.78","172,182.94",36,0,0
E01003819,"517,087.14","172,416.43",51,1,1
E01003820,"517,230.61","171,791.80",44,0,0
E01003821,"518,163.03","174,227.25",36,0,0
E01003822,"513,814.13","170,135.88",24,0,0
E01003823,"514,098.69","169,753.63",32,0,0
E01003824,"513,331.55","170,252.00",40,0,0
E01003825,"512,868.09","170,314.97",32,0,0
E01003826,"513,006.94","169,825.68",31,0,0
E01003827,"513,549.64","169,707.36",50,0,0
E01003828,"512,999.69","170,708.67",39,0,0
E01003829,"513,067.07","171,549.29",28,1,0
E01003830,"513,684.41","171,009.84",44,0,0
E01003831,"512,782.53","171,503.23",30,0,0
E01003832,"512,442.28","170,935.59",29,1,1
E01003833,"512,753.42","170,862.54",26,0,0
E01003834,"517,683.50","170,150.00",2,0,0
E01003835,"517,080.48","170,839.41",27,0,0
E01003836,"516,702.37","170,825.44",27,0,0
E01003837,"517,465.46","170,635.03",35,0,0
E01003838,"516,760.44","170,454.28",36,0,0
E01003839,"517,063.83","170,053.75",12,0,0
E01003852,"522,447.07","175,579.13",30,0,0
E01003853,"521,938.74","176,107.39",31,0,0
E01003854,"521,584.39","176,251.21",33,0,0
E01003855,"520,430.53","175,917.20",40,1,0
E01003856,"520,976.87","175,895.04",23,0,0
E01003857,"521,523.09","175,778.26",35,0,0
E01003858,"521,265.03","175,753.93",30,0,0
E01003859,"519,868.92","175,473.23",26,0,0
E01003862,"519,387.50","175,335.42",12,0,0
E01003863,"519,103.60","175,207.20",5,0,0
E01003865,"519,962.57","175,757.50",14,0,0
E01003873,"518,341.33","174,819.78",9,0,0
E01003874,"518,576.17","174,856.38",29,0,0
E01003875,"519,222.70","174,981.19",27,0,0
E01003876,"517,930.15","174,646.00",13,0,0
E01003877,"518,288.94","174,589.00",33,0,0
E01003878,"518,794.09","174,230.09",34,0,0
E01003879,"518,455.80","174,296.88",25,0,0
E01003886,"515,915.65","171,241.50",34,0,0
E01003887,"516,115.91","170,943.02",44,0,0
E01003888,"515,561.19","170,976.00",53,0,0
E01003889,"516,106.49","170,457.94",35,0,0
E01003890,"515,795.19","171,585.07",27,0,0
E01003891,"516,370.47","171,456.04",45,0,0
E01003903,"513,222.13","172,298.50",16,0,0
E01003914,"533,428.50","176,307.00",4,1,0
E01003916,"533,250.36","177,345.82",11,1,0
E01003932,"531,767.50","179,022.50",4,1,0
E01003933,"531,660.35","178,943.80",20,1,1
E01003945,"534,217.85","172,541.95",41,0,0
E01003946,"533,360.93","171,715.05",42,0,0
E01003947,"533,452.14","171,927.66",29,1,1
E01003948,"533,695.18","171,333.74",34,0,0
E01003949,"534,512.54","173,546.85",39,0,0
E01003950,"534,266.79","173,621.48",29,1,1
E01003951,"533,088.46","172,661.17",35,0,0
E01003952,"533,766.87","174,946.40",30,0,0
E01003953,"533,772.47","175,206.93",30,0,0
E01003954,"533,914.05","174,702.45",20,0,0
E01003955,"534,208.56","174,680.26",27,0,0
E01003956,"533,825.32","174,430.20",25,0,0
E01003957,"534,297.08","174,334.33",24,0,0
E01003958,"534,051.08","174,029.21",24,0,0
E01003960,"532,847.94","178,808.29",17,1,0
E01003961,"532,983.82","178,621.13",38,1,1
E01003963,"532,563.97","178,455.53",32,1,1
E01003964,"533,537.05","178,151.30",20,1,0
E01003966,"533,324.50","178,426.63",32,1,1
E01003967,"532,617.95","177,878.77",22,1,1
E01003968,"533,151.82","178,065.09",11,1,1
E01003969,"532,470.89","177,945.04",27,1,1
E01003970,"532,817.11","177,960.89",19,0,0
E01003971,"533,142.83","178,266.50",18,1,0
E01003972,"532,819.81","178,297.86",21,1,0
E01003973,"532,565.39","178,221.04",23,1,0
E01003974,"532,936.29","178,164.29",14,1,1
E01003975,"533,879.27","179,294.45",11,1,1
E01003977,"534,125.25","178,984.38",24,1,0
E01003978,"533,928.56","179,143.22",9,1,1
E01003983,"534,404.30","177,416.97",30,1,1
E01003984,"534,905.97","177,166.83",29,1,1
E01003986,"535,270.79","178,526.79",19,1,1
E01003987,"534,921.21","178,159.73",33,1,1
E01003988,"534,881.85","177,559.00",40,1,1
E01003989,"534,489.48","177,708.07",27,1,1
E01003990,"534,083.05","177,474.62",42,1,1
E01003991,"532,103.44","177,753.00",18,1,0
E01003992,"531,686.69","177,816.94",16,1,1
E01003993,"531,806.78","177,604.78",9,1,1
E01003994,"532,081.42","178,212.85",33,1,1
E01003995,"531,878.95","178,421.24",21,1,0
E01003997,"532,192.39","177,994.83",18,1,1
E01003998,"531,656.47","178,191.42",19,1,0
E01003999,"531,805.73","177,963.95",22,1,0
E01004000,"535,326.96","176,062.62",26,1,1
E01004001,"535,067.45","175,714.16",31,1,1
E01004002,"535,734.88","175,363.88",16,0,0
E01004003,"535,159.75","177,110.42",24,1,1
E01004004,"535,197.14","176,660.03",35,1,1
E01004005,"534,794.19","176,626.30",27,1,1
E01004006,"534,983.00","176,337.65",26,1,0
E01004007,"533,866.68","177,291.68",19,1,0
E01004008,"534,344.54","176,981.75",24,1,1
E01004010,"534,109.87","176,938.09",23,1,0
E01004011,"533,538.44","177,187.81",32,1,0
E01004012,"533,353.74","177,444.91",53,1,1
E01004013,"533,790.31","176,925.11",36,1,0
E01004014,"533,727.04","177,490.91",23,1,1
E01004015,"534,488.96","174,740.89",27,0,0
E01004016,"535,603.30","174,937.92",37,1,0
E01004017,"535,193.76","174,305.40",25,0,0
E01004018,"534,667.00","174,285.11",27,0,0
E01004019,"534,824.21","175,454.48",29,1,0
E01004020,"535,141.33","175,188.83",24,1,1
E01004021,"534,264.34","175,230.84",32,0,0
E01004022,"534,359.08","179,323.21",52,1,1
E01004023,"534,552.20","179,581.00",40,1,1
E01004024,"534,770.74","179,133.30",23,1,1
E01004028,"534,138.64","179,602.73",11,1,1
E01004029,"535,560.51","179,842.00",49,1,0
E01004030,"535,228.26","179,825.10",39,1,1
E01004031,"535,382.08","179,262.38",37,1,0
E01004032,"535,787.96","179,790.29",45,0,0
E01004033,"535,328.60","179,630.74",35,1,1
E01004034,"534,809.96","179,502.64",25,1,1
E01004035,"535,087.18","178,788.86",28,1,1
E01004036,"535,633.70","178,758.85",20,1,1
E01004037,"534,815.67","178,508.63",27,1,1
E01004038,"534,521.21","178,268.29",14,1,1
E01004042,"534,515.00","178,824.84",25,1,1
E01004043,"534,197.00","178,814.67",3,1,0
E01004044,"533,873.00","178,825.00",1,1,1
E01004045,"533,438.18","175,588.65",17,1,0
E01004046,"533,841.35","175,618.59",17,0,0
E01004047,"532,684.00","175,203.00",1,1,1
E01004048,"533,141.71","175,112.86",14,0,0
E01004049,"533,296.38","175,643.38",8,1,1
E01004052,"533,609.47","175,537.60",15,0,0
E01004053,"535,795.07","180,246.44",41,0,0
E01004054,"536,348.59","180,411.41",32,0,0
E01004055,"536,073.15","180,255.20",20,1,0
E01004056,"536,551.88","179,837.41",34,1,0
E01004057,"536,348.83","179,519.55",29,1,0
E01004058,"536,521.43","179,172.38",21,0,0
E01004059,"536,047.82","179,125.24",33,0,0
E01004060,"535,991.88","178,896.13",24,1,1
E01004061,"533,824.07","176,183.56",27,0,0
E01004062,"534,386.47","175,941.84",32,1,1
E01004063,"534,095.18","176,004.88",40,0,0
E01004064,"534,634.95","175,728.71",38,1,0
E01004065,"534,122.40","175,656.65",20,0,0
E01004066,"533,733.15","176,612.26",27,1,1
E01004067,"534,302.53","176,581.53",38,1,1
E01004068,"534,751.34","176,070.69",35,1,1
E01004069,"532,971.81","173,615.77",31,0,0
E01004070,"532,811.79","174,678.91",33,0,0
E01004071,"533,382.12","174,858.96",25,0,0
E01004072,"533,580.37","174,369.04",27,0,0
E01004073,"532,525.23","174,545.23",22,0,0
E01004074,"532,284.25","174,298.68",28,0,0
E01004075,"533,433.18","173,958.06",33,0,0
E01004114,"523,531.50","161,256.50",2,0,0
E01004116,"522,934.50","164,538.00",2,0,0
E01004117,"522,490.50","164,577.00",4,0,0
E01004293,"533,592.50","180,706.00",2,0,0
E01004294,"533,914.00","180,739.00",1,1,1
E01004472,"528,523.88","173,847.97",33,0,0
